Feature,Importance
police_force_idx,0.4061956078615056
age_idx,0.2922848595299211
law_idx,0.13018109616796286
reason_idx,0.06927911190695916
search_type_idx,0.04083819157452274
gender_idx,0.030394471640612045
hour,0.014255279412903343
dayofyear,0.007217895190948028
ethnicity_idx,0.005504261101363579
dayofweek,0.002569309414247159
month,0.0012799161990543083
